pin,slack
CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22]_RNIG3391[5]:D,1238
CoreGPIO_0/xhdl1_GEN_BITS[22]_REG_GEN_CONFIG_reg[22]_RNIG3391[5]:Y,1238
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_136:IPB,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPB,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_79:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_79:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_79:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_79:Y,4774
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:CLK,6857
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:D,5806
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:Q,6857
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[7]_APB_32_edge_both[7]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:CLK,6798
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:EN,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:Q,6798
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[13]_APB_32_INTR_reg[13]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:CLK,4804
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:D,6895
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:Q,4804
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[31]_REG_GEN_CONFIG_reg[31][5]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_26:Y,4755
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_edge_both_RNO[27]:A,7838
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_edge_both_RNO[27]:B,6521
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_edge_both_RNO[27]:C,7720
CoreGPIO_0/xhdl1_GEN_BITS[27]_APB_32_edge_both_RNO[27]:Y,6521
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_84:Y,4755
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:CLK,6928
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:D,7208
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:EN,3321
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:Q,6928
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[20]_APB_32_GPOUT_reg[20]:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:IPA,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_194:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_194:B,4749
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_194:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_194:Y,4749
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[16]:A,4281
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[16]:B,4108
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[16]:C,3001
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[16]:D,3351
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[16]:Y,3001
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs_RNI25BI:A,4840
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs_RNI25BI:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs_RNI25BI:C,4682
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_211_rs_RNI25BI:Y,4682
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:CLK,6919
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:D,7304
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:EN,3321
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:Q,6919
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[8]_APB_32_GPOUT_reg[8]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_159_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:CLK,3972
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:D,6927
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:EN,3348
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:Q,3972
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[6]_REG_GEN_CONFIG_reg[6][6]:SLn,
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:ALn,4768
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:CLK,4684
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:D,6829
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:EN,4752
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:Q,4684
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:SD,
reg_apb_wrp_0/reg16x8_0/mem_15_[1]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_94:Y,4774
CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26]_RNI4MFS1[1]:A,4716
CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26]_RNI4MFS1[1]:B,4639
CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26]_RNI4MFS1[1]:C,950
CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26]_RNI4MFS1[1]:D,1953
CoreGPIO_0/xhdl1_GEN_BITS[26]_REG_GEN_CONFIG_reg[26]_RNI4MFS1[1]:Y,950
reg_apb_wrp_0/reg16x8_0/data_out[7]:ADn,
reg_apb_wrp_0/reg16x8_0/data_out[7]:ALn,
reg_apb_wrp_0/reg16x8_0/data_out[7]:CLK,5462
reg_apb_wrp_0/reg16x8_0/data_out[7]:D,8711
reg_apb_wrp_0/reg16x8_0/data_out[7]:EN,
reg_apb_wrp_0/reg16x8_0/data_out[7]:LAT,
reg_apb_wrp_0/reg16x8_0/data_out[7]:Q,5462
reg_apb_wrp_0/reg16x8_0/data_out[7]:SD,
reg_apb_wrp_0/reg16x8_0/data_out[7]:SLn,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:IPA,
CoreGPIO_0/edge_pos_2_sqmuxa_i_a2:A,6688
CoreGPIO_0/edge_pos_2_sqmuxa_i_a2:B,6585
CoreGPIO_0/edge_pos_2_sqmuxa_i_a2:Y,6585
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:CLK,3293
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:D,6971
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:Q,3293
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[19]_REG_GEN_CONFIG_reg[19][4]:SLn,
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:ALn,4768
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:CLK,4684
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:D,6716
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:EN,4752
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:Q,4684
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:SD,
reg_apb_wrp_0/reg16x8_0/mem_15_[7]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:CLK,6853
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:EN,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:Q,6853
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[15]_APB_32_INTR_reg[15]:SLn,
GPIO_OUT_obuf[1]/U0/U_IOPAD:D,
GPIO_OUT_obuf[1]/U0/U_IOPAD:E,
GPIO_OUT_obuf[1]/U0/U_IOPAD:PAD,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_231:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_26:B,7000
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_26:C,6185
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_26:IPB,7000
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_26:IPC,6185
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:CLK,2689
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:D,6927
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:EN,3348
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:Q,2689
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[5]_REG_GEN_CONFIG_reg[5][6]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_236_rs_RNITBIQ:A,4885
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_236_rs_RNITBIQ:B,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_236_rs_RNITBIQ:C,4727
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_236_rs_RNITBIQ:Y,4727
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_133:IPA,
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:CLK,5842
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:D,5881
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:EN,2171
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:Q,5842
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[6]_APB_32_edge_both[6]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:CLK,3966
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:D,6716
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:Q,3966
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[28]_REG_GEN_CONFIG_reg[28][7]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:CLK,3537
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:D,6971
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:Q,3537
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[13]_REG_GEN_CONFIG_reg[13][4]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50:B,4755
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_50:Y,4755
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:A,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:B,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:C,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPA,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPB,
FIC_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_192:IPC,
COREAPBLSRAM_0/PRDATA_reg[6]:ADn,
COREAPBLSRAM_0/PRDATA_reg[6]:ALn,
COREAPBLSRAM_0/PRDATA_reg[6]:CLK,4999
COREAPBLSRAM_0/PRDATA_reg[6]:D,6517
COREAPBLSRAM_0/PRDATA_reg[6]:EN,3770
COREAPBLSRAM_0/PRDATA_reg[6]:LAT,
COREAPBLSRAM_0/PRDATA_reg[6]:Q,4999
COREAPBLSRAM_0/PRDATA_reg[6]:SD,
COREAPBLSRAM_0/PRDATA_reg[6]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_61:Y,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_173_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:CLK,3699
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:D,6818
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:Q,3699
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[18]_REG_GEN_CONFIG_reg[18][2]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:CLK,4001
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:D,6716
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:EN,3484
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:Q,4001
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[23]_REG_GEN_CONFIG_reg[23][7]:SLn,
CoreAPB3_0/CoreAPB3_m2_10:A,2943
CoreAPB3_0/CoreAPB3_m2_10:B,5054
CoreAPB3_0/CoreAPB3_m2_10:C,3369
CoreAPB3_0/CoreAPB3_m2_10:D,3225
CoreAPB3_0/CoreAPB3_m2_10:Y,2943
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[7]:A,3726
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[7]:B,3676
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[7]:C,2679
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[7]:D,2305
reg_apb_wrp_0/reg16x8_0/temp_data_RNO[7]:Y,2305
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:CLK,3533
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:D,6914
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:EN,3510
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:Q,3533
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[3]_REG_GEN_CONFIG_reg[3][0]:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg_399_0[30]:A,7851
CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg_399_0[30]:B,5562
CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg_399_0[30]:C,6146
CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg_399_0[30]:D,1933
CoreGPIO_0/xhdl1_GEN_BITS[30]_APB_32_INTR_reg_399_0[30]:Y,1933
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254:A,6762
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254:B,4768
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_254:Y,4768
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_11:B,7028
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_11:IPB,7028
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21:A,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21:B,4774
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21:C,
reg_apb_wrp_0/reg16x8_0/un1_mem_0_5_21:Y,4774
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:ALn,4749
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:CLK,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:D,6914
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:EN,4733
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:Q,5867
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:SD,
reg_apb_wrp_0/reg16x8_0/mem_5_[0]:SLn,
