pin,slack
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:D,7040
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:EN,3299
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:Q,5655
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:SD,
reg_apb_wrp_0/reg16x8_0/mem_5_[2]:SLn,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_17:B,7034
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_17:C,7153
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_17:IPB,7034
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_17:IPC,7153
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_10__2_i_0_0_a2[0]:A,2919
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_10__2_i_0_0_a2[0]:B,2801
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_10__2_i_0_0_a2[0]:C,2805
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_10__2_i_0_0_a2[0]:D,2668
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_10__2_i_0_0_a2[0]:Y,2668
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:ALn,4845
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:CLK,5155
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:EN,3299
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:Q,5155
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_110_set:SLn,
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0_a3_3_0[4]:A,4253
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0_a3_3_0[4]:B,6704
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0_a3_3_0[4]:C,3731
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0_a3_3_0[4]:D,3617
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0_a3_3_0[4]:Y,3617
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_235:IPB,
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_5__2_i_0_0_a2[0]:A,4209
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_5__2_i_0_0_a2[0]:B,4064
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_5__2_i_0_0_a2[0]:C,4092
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_5__2_i_0_0_a2[0]:D,3897
reg_apb_wrp_0/reg16x8_0/WRITE_GEN_mem_5__2_i_0_0_a2[0]:Y,3897
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_193_rs:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_203:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_203:B,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_203:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_203:Y,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_152:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_152:B,4816
reg_apb_wrp_0/reg16x8_0/un1_data_out8_152:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_152:Y,4816
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:ADn,
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:ALn,4816
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:CLK,5922
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:D,7136
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:EN,3299
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:LAT,
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:Q,5922
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:SD,
reg_apb_wrp_0/reg16x8_0/mem_1_[0]:SLn,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[3]:A,4893
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[3]:B,4807
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[3]:C,2963
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[3]:D,2804
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[3]:Y,2804
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[10]:A,3895
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[10]:B,7827
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[10]:C,2554
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[10]:D,2915
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[10]:Y,2554
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_11[2]:A,3897
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_11[2]:B,5655
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_11[2]:C,2554
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_11[2]:D,2792
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_11[2]:Y,2554
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_180_rs:SLn,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_27:B,6987
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_27:C,7017
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_27:IPB,6987
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_27:IPC,7017
COREAPBLSRAM_0/PREADY_reg6_0_a3_0_a3_0:A,5308
COREAPBLSRAM_0/PREADY_reg6_0_a3_0_a3_0:B,6739
COREAPBLSRAM_0/PREADY_reg6_0_a3_0_a3_0:Y,5308
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_1[4]:A,4938
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_1[4]:B,4852
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_1[4]:C,3008
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_1[4]:D,2804
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_1[4]:Y,2804
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[7]:A,4893
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[7]:B,4807
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[7]:C,2963
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[7]:D,2804
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_3[7]:Y,2804
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPB,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_217:IPC,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_120:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_120:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_120:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_120:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_137:IPB,
GPIO_OUT_1_obuf[5]/U0/U_IOOUTFF:A,
GPIO_OUT_1_obuf[5]/U0/U_IOOUTFF:Y,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i[3]:A,3874
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i[3]:B,3788
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i[3]:C,2668
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i[3]:D,2554
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i[3]:Y,2554
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_17:EN,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_a3_8[2]:A,2792
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_a3_8[2]:B,4512
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_a3_8[2]:Y,2792
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_73:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_145:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_145:B,4751
reg_apb_wrp_0/reg16x8_0/un1_data_out8_145:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_145:Y,4751
reg_apb_wrp_0/reg16x8_0/un1_data_out8_160:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_160:B,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_160:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_160:Y,4867
GPIO_OUT_1_obuf[1]/U0/U_IOPAD:D,
GPIO_OUT_1_obuf[1]/U0/U_IOPAD:E,
GPIO_OUT_1_obuf[1]/U0/U_IOPAD:PAD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_244_rs:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_78:A,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_78:B,4845
reg_apb_wrp_0/reg16x8_0/un1_data_out8_78:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_78:Y,4845
reg_apb_wrp_0/reg16x8_0/mem_6__RNI4FVN[0]:A,6139
reg_apb_wrp_0/reg16x8_0/mem_6__RNI4FVN[0]:B,
reg_apb_wrp_0/reg16x8_0/mem_6__RNI4FVN[0]:C,6008
reg_apb_wrp_0/reg16x8_0/mem_6__RNI4FVN[0]:Y,6008
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPB,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/FF_3:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set_RNITEJG:A,5069
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set_RNITEJG:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set_RNITEJG:C,4938
reg_apb_wrp_0/reg16x8_0/un1_data_out8_94_set_RNITEJG:Y,4938
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_153_rs:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_44_set_RNICP0N:A,6014
reg_apb_wrp_0/reg16x8_0/un1_data_out8_44_set_RNICP0N:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_44_set_RNICP0N:C,5836
reg_apb_wrp_0/reg16x8_0/un1_data_out8_44_set_RNICP0N:Y,5836
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_43:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_175:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_175:B,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_175:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_175:Y,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_143:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_143:B,4816
reg_apb_wrp_0/reg16x8_0/un1_data_out8_143:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_143:Y,4816
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_2[4]:A,5024
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_2[4]:B,4938
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_2[4]:C,3094
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_2[4]:D,2890
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_2[4]:Y,2890
reg_apb_wrp_0/reg16x8_0/un1_data_out8_26:A,6723
reg_apb_wrp_0/reg16x8_0/un1_data_out8_26:B,4845
reg_apb_wrp_0/reg16x8_0/un1_data_out8_26:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_26:Y,4845
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_51:IPB,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_217_rs:SLn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:ADn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:ALn,
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:CLK,6660
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:D,7040
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:EN,3700
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:LAT,
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:Q,6660
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:SD,
CoreGPIO_0/xhdl1_GEN_BITS[2]_APB_8_GPOUT_reg[2]:SLn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19_set_RNIOS9Q:A,4802
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19_set_RNIOS9Q:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19_set_RNIOS9Q:C,4671
reg_apb_wrp_0/reg16x8_0/un1_data_out8_19_set_RNIOS9Q:Y,4671
reg_apb_wrp_0/reg16x8_0/mem_14__RNI42QK[4]:A,5069
reg_apb_wrp_0/reg16x8_0/mem_14__RNI42QK[4]:B,
reg_apb_wrp_0/reg16x8_0/mem_14__RNI42QK[4]:C,4938
reg_apb_wrp_0/reg16x8_0/mem_14__RNI42QK[4]:Y,4938
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_64:IPB,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_151:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_151:B,4751
reg_apb_wrp_0/reg16x8_0/un1_data_out8_151:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_151:Y,4751
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_127:IPB,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_72:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_72:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_72:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_72:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_132:IPA,
reg_apb_wrp_0/reg16x8_0/mem_15__RNIR8701[5]:A,5024
reg_apb_wrp_0/reg16x8_0/mem_15__RNIR8701[5]:B,
reg_apb_wrp_0/reg16x8_0/mem_15__RNIR8701[5]:C,4893
reg_apb_wrp_0/reg16x8_0/mem_15__RNIR8701[5]:Y,4893
FCCC_0/CCC_INST/IP_INTERFACE_9:A,
FCCC_0/CCC_INST/IP_INTERFACE_9:B,
FCCC_0/CCC_INST/IP_INTERFACE_9:C,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPA,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPB,
FCCC_0/CCC_INST/IP_INTERFACE_9:IPC,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:ADn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:ALn,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:CLK,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:D,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:EN,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:LAT,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:Q,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:SD,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_192_rs:SLn,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_16:B,7030
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_16:C,7192
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_16:IPB,7030
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_16:IPC,7192
reg_apb_wrp_0/reg16x8_0/un1_data_out8_173:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_173:B,4867
reg_apb_wrp_0/reg16x8_0/un1_data_out8_173:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_173:Y,4867
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[17]:A,3847
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[17]:B,7779
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[17]:C,2510
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[17]:D,2882
CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[17]:Y,2510
reg_apb_wrp_0/reg16x8_0/un1_data_out8_68_set_RNIGNVU:A,4899
reg_apb_wrp_0/reg16x8_0/un1_data_out8_68_set_RNIGNVU:B,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_68_set_RNIGNVU:C,4757
reg_apb_wrp_0/reg16x8_0/un1_data_out8_68_set_RNIGNVU:Y,4757
reg_apb_wrp_0/reg16x8_0/un1_data_out8_148:A,6762
reg_apb_wrp_0/reg16x8_0/un1_data_out8_148:B,4751
reg_apb_wrp_0/reg16x8_0/un1_data_out8_148:C,
reg_apb_wrp_0/reg16x8_0/un1_data_out8_148:Y,4751
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_109:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_109:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_109:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_109:IPA,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_3[4]:A,4893
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_3[4]:B,4807
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_3[4]:C,2963
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_3[4]:D,2804
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_i_3[4]:Y,2804
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_33:B,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_33:C,6975
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_33:IPB,
COREAPBLSRAM_0/genblk1_genblk1_lsram_512to35328x32_block0/block0/CFG_33:IPC,6975
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:A,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:B,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:C,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPA,
hello_regs_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_42:IPB,
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_1[3]:A,4938
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_1[3]:B,4852
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_1[3]:C,3008
reg_apb_wrp_0/reg16x8_0/data_out_2_15_i_0_i_1[3]:D,2804
